rank,corridor_id,region,road,n_segments,length_km,n_critical,n_serious,school_or_market,dominant_intervention,cost_tier,total_benefit,mean_bcr_index,mean_ksi_reduction_pct,inspect_at
181,THA_1560,THA,(unnamed corridor),1,35.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,27.7,16.0,97.0,"16.67711,100.55736"
182,THA_244,THA,Chaeng Sanit Road,4,33.0,4,0,,Physical protection: footways/crossings/separation (high cost),4,27.7,4.0,97.0,"15.71413,104.24839"
183,MAH_802,MAH,(unnamed),1,46.1,0,1,,Enforcement + calming (medium cost),2,27.6,31.0,60.0,"18.29248,74.73797"
184,MAH_784,MAH,(unnamed),1,32.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,27.6,15.0,88.0,"19.22554,74.80699"
185,THA_1133,THA,(unnamed corridor),1,35.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,27.6,15.0,95.0,"16.45433,99.34002"
186,THA_898,THA,Setthakit 2 Road,2,30.0,2,0,,Physical protection: footways/crossings/separation (high cost),4,27.5,8.0,97.0,"13.70165,100.08507"
187,THA_129,THA,Nakhon In Road,5,31.7,5,0,,Physical protection: footways/crossings/separation (high cost),4,27.5,3.0,94.0,"13.82447,100.45514"
188,THA_1965,THA,(unnamed corridor),1,37.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,27.3,15.0,97.0,"17.41171,104.22540"
189,THA_863,THA,Suk Sawat Road,2,31.1,1,1,,Physical protection: footways/crossings/separation (high cost),4,27.3,8.0,85.0,"13.63804,100.53068"
190,THA_1832,THA,(unnamed corridor),1,37.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,27.3,15.0,95.0,"16.55338,103.08231"
191,THA_2031,THA,(unnamed corridor),1,44.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,27.3,15.0,96.0,"14.98578,105.28865"
192,THA_1797,THA,(unnamed corridor),1,35.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,27.2,15.0,97.0,"15.19853,102.81659"
193,THA_1937,THA,(unnamed corridor),1,37.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,27.2,15.0,96.0,"17.73298,103.94636"
194,THA_2027,THA,(unnamed corridor),1,35.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,27.2,15.0,97.0,"15.53557,105.16777"
195,THA_1868,THA,(unnamed corridor),1,38.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,27.2,15.0,96.0,"15.73925,103.44488"
196,MAH_737,MAH,Jalna Road,2,62.2,0,2,,Enforcement + calming (medium cost),2,26.9,15.0,46.0,"19.86803,75.58021"
197,THA_1836,THA,(unnamed corridor),1,32.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,26.8,15.0,95.0,"14.77546,103.06271"
198,THA_2037,THA,Thinanon Road,2,31.8,2,0,,Physical protection: footways/crossings/separation (high cost),4,26.8,8.0,98.0,"16.30557,103.30031"
199,THA_213,THA,Phahon Yothin Road,4,31.2,4,0,,Physical protection: footways/crossings/separation (high cost),4,26.8,4.0,97.0,"19.52522,99.74808"
200,THA_742,THA,(unnamed corridor),1,36.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,26.8,15.0,96.0,"15.87009,105.17153"
201,THA_1882,THA,(unnamed corridor),1,36.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,26.4,15.0,96.0,"16.53730,103.43025"
202,THA_1276,THA,(unnamed corridor),1,36.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,26.4,15.0,96.0,"15.04152,99.77490"
203,THA_1029,THA,Somdet-Mukdahan Road,1,33.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,26.1,15.0,95.0,"16.51396,104.32240"
204,THA_1943,THA,(unnamed corridor),1,41.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,26.0,15.0,95.0,"16.13962,104.09223"
205,THA_329,THA,Asian Highway,1,26.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,26.0,15.0,98.0,"14.29452,100.61002"
206,THA_993,THA,Borommaratchachonnani Elevated Highway,2,27.2,2,0,,Physical protection: footways/crossings/separation (high cost),4,25.9,7.0,97.0,"13.78188,100.43421"
207,THA_218,THA,Phahon Yothin Road,2,29.5,2,0,,Physical protection: footways/crossings/separation (high cost),4,25.9,7.0,96.0,"15.21438,100.16083"
208,MAH_439,MAH,(unnamed),1,45.8,0,1,,Physical protection: footways/crossings/separation (high cost),4,25.9,15.0,81.0,"18.27425,73.69775"
209,THA_963,THA,Phetkasem Road,3,31.6,3,0,,Physical protection: footways/crossings/separation (high cost),4,25.9,5.0,94.0,"8.32253,98.77422"
210,THA_986,THA,Chiang Mai-Phrao Road,2,29.1,2,0,,Physical protection: footways/crossings/separation (high cost),4,25.8,7.0,95.0,"18.93592,98.99171"
211,THA_293,THA,Chaiyaphum-Si Khio Road,2,28.6,2,0,,Physical protection: footways/crossings/separation (high cost),4,25.7,7.0,97.0,"15.65265,101.95399"
212,THA_1745,THA,(unnamed corridor),1,32.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,25.7,14.0,96.0,"16.81754,102.32395"
213,THA_2005,THA,(unnamed corridor),1,33.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,25.6,14.0,96.0,"17.23498,104.68389"
214,THA_1021,THA,Chayangkun Road,1,34.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,25.3,14.0,97.0,"18.25114,103.98566"
215,THA_992,THA,Tiwanon Road,5,29.6,5,0,,Physical protection: footways/crossings/separation (high cost),4,25.3,3.0,91.0,"13.96236,100.54108"
216,MAH_715,MAH,Jejuri Morgaon Baramati Road,1,31.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,25.3,14.0,88.0,"18.22516,74.44913"
217,MAH_796,MAH,(unnamed),1,26.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,25.1,14.0,95.0,"19.83829,73.68054"
218,THA_433,THA,(unnamed corridor),1,28.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,24.9,14.0,97.0,"17.18476,99.70693"
219,THA_948,THA,Phetkasem Road,2,28.4,2,0,,Physical protection: footways/crossings/separation (high cost),4,24.8,7.0,97.0,"8.33621,98.28986"
220,THA_196,THA,Rattanathibet Road,3,30.1,3,0,,Enforcement + calming (medium cost),4,24.8,8.0,86.0,"13.86997,100.47175"
221,MAH_609,MAH,(unnamed),1,31.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,24.7,14.0,92.0,"19.80968,73.86462"
222,MAH_419,MAH,(unnamed),1,38.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,24.7,14.0,94.0,"21.39369,79.08365"
223,THA_976,THA,Phetkasem Road,3,27.3,3,0,,Physical protection: footways/crossings/separation (high cost),4,24.7,5.0,95.0,"12.38553,99.90520"
224,THA_1193,THA,(unnamed corridor),1,35.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,24.6,14.0,96.0,"15.93815,99.62652"
225,MAH_431,MAH,(unnamed),1,43.3,0,1,,Physical protection: footways/crossings/separation (high cost),4,24.6,14.0,82.0,"20.89420,76.86765"
226,MAH_361,MAH,(unnamed),1,45.8,0,1,,Physical protection: footways/crossings/separation (high cost),4,24.4,14.0,86.0,"17.01188,75.02229"
227,THA_1931,THA,(unnamed corridor),1,28.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,24.2,14.0,97.0,"15.76787,103.98588"
228,THA_1028,THA,Somdet-Mukdahan Road,3,34.0,3,0,,Physical protection: footways/crossings/separation (high cost),4,23.9,4.0,96.0,"16.56165,104.03980"
229,MAH_360,MAH,(unnamed),1,47.5,0,1,,Physical protection: footways/crossings/separation (high cost),4,23.9,13.0,81.0,"20.96839,76.65861"
230,THA_1880,THA,(unnamed corridor),1,34.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,23.9,13.0,95.0,"18.06807,103.58317"
231,THA_1676,THA,(unnamed corridor),1,35.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,23.7,13.0,93.0,"16.00305,101.52109"
232,THA_1845,THA,(unnamed corridor),1,27.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,23.7,13.0,98.0,"16.50855,103.26701"
233,THA_166,THA,Somdet-Mukdahan Road,1,25.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,23.7,13.0,97.0,"16.58839,104.54832"
234,THA_853,THA,Pradit Manutham Road,2,26.8,2,0,,Physical protection: footways/crossings/separation (high cost),4,23.6,7.0,90.0,"13.79645,100.61432"
235,MAH_477,MAH,(unnamed),1,33.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,23.6,13.0,95.0,"20.62829,78.68794"
236,THA_754,THA,Mittraphap Road,4,27.6,4,0,,Physical protection: footways/crossings/separation (high cost),4,23.4,3.0,97.0,"16.83163,100.39596"
237,THA_352,THA,(unnamed corridor),1,26.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,23.3,13.0,96.0,"8.76932,98.81682"
238,THA_1487,THA,(unnamed corridor),1,28.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,23.3,13.0,95.0,"14.27427,100.13218"
239,MAH_563,MAH,(unnamed),1,31.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,23.3,13.0,92.0,"19.94709,74.31683"
240,THA_1509,THA,(unnamed corridor),1,36.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,23.3,13.0,95.0,"7.31008,100.27682"
241,THA_469,THA,(unnamed corridor),1,26.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,23.2,13.0,97.0,"14.52648,99.90325"
242,MAH_753,MAH,(unnamed),1,36.0,1,0,,Enforcement + calming (medium cost),2,23.1,26.0,68.0,"19.72059,75.54837"
243,THA_892,THA,Nittayo Road,5,29.9,5,0,,Physical protection: footways/crossings/separation (high cost),4,23.0,3.0,98.0,"17.36835,103.23070"
244,THA_235,THA,Chaeng Sanit Road,5,29.5,5,0,,Physical protection: footways/crossings/separation (high cost),4,22.8,3.0,96.0,"16.04027,103.75371"
245,THA_1773,THA,(unnamed corridor),1,26.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,22.8,13.0,96.0,"15.27015,102.64015"
246,THA_1150,THA,(unnamed corridor),1,28.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,22.7,13.0,97.0,"16.30342,99.38544"
247,THA_1919,THA,(unnamed corridor),1,34.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,22.6,13.0,95.0,"14.78611,103.83477"
248,THA_935,THA,Kanchanaphisek Road Inner Service Road,1,24.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,22.6,13.0,92.0,"13.82086,100.40969"
249,THA_708,THA,(unnamed corridor),1,25.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,22.6,13.0,98.0,"15.66138,103.94580"
250,THA_1800,THA,(unnamed corridor),1,27.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,22.4,13.0,97.0,"15.86342,102.78376"
251,MAH_752,MAH,(unnamed),1,35.9,1,0,,Enforcement + calming (medium cost),2,22.4,25.0,66.0,"19.72072,75.54818"
252,MAH_718,MAH,(unnamed),1,42.9,0,1,,Enforcement + calming (medium cost),2,22.1,25.0,56.0,"20.13561,75.12710"
253,THA_1807,THA,(unnamed corridor),1,30.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,22.1,12.0,96.0,"16.17258,102.90395"
254,THA_1852,THA,(unnamed corridor),1,35.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,22.0,12.0,95.0,"16.85761,103.33863"
255,THA_1026,THA,Highway 42,3,26.2,3,0,,Physical protection: footways/crossings/separation (high cost),4,22.0,4.0,96.0,"6.84856,101.22406"
256,THA_1907,THA,(unnamed corridor),1,26.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,21.9,12.0,97.0,"15.93364,103.78671"
257,MAH_502,MAH,(unnamed),1,30.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,21.8,12.0,95.0,"20.55585,76.85702"
258,THA_827,THA,Sukhumvit Road,2,23.5,2,0,,Physical protection: footways/crossings/separation (high cost),4,21.8,6.0,96.0,"12.68296,100.90730"
259,THA_842,THA,Phaholyothin Road,2,23.2,2,0,,Physical protection: footways/crossings/separation (high cost),4,21.8,6.0,97.0,"18.22105,99.42853"
260,THA_968,THA,Phetkasem Road,2,23.6,2,0,,Physical protection: footways/crossings/separation (high cost),4,21.6,6.0,98.0,"10.56198,99.11929"
261,THA_413,THA,(unnamed corridor),1,26.2,1,0,,Physical protection: footways/crossings/separation (high cost),4,21.6,12.0,97.0,"14.98786,99.63227"
262,THA_1514,THA,(unnamed corridor),1,30.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,21.5,12.0,96.0,"19.05695,100.26226"
263,THA_182,THA,Nong Wan Prieng - Wat Pa Lelai Road,1,24.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,21.4,12.0,96.0,"14.34467,100.06819"
264,THA_1152,THA,(unnamed corridor),1,33.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,21.3,12.0,97.0,"16.79322,99.40868"
265,MAH_593,MAH,(unnamed),1,28.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,21.3,12.0,89.0,"16.49921,74.23752"
266,THA_2032,THA,(unnamed corridor),1,41.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,21.2,12.0,96.0,"15.70075,105.45684"
267,MAH_809,MAH,Mumbai Delhi Highway,1,48.8,0,0,,Enforcement + calming (medium cost),2,21.2,24.0,43.0,"19.63683,72.91317"
268,MAH_638,MAH,(unnamed),1,40.8,0,1,,Enforcement + calming (medium cost),2,21.1,24.0,60.0,"18.66523,76.94592"
269,THA_1971,THA,(unnamed corridor),1,31.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,21.1,12.0,96.0,"15.40102,104.30808"
270,THA_1033,THA,Nakhon Ratchasima - Hin Khon Road,2,23.9,1,1,,Physical protection: footways/crossings/separation (high cost),4,21.0,6.0,87.0,"14.92197,102.14319"
271,MAH_600,MAH,(unnamed),1,26.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,21.0,12.0,94.0,"20.79780,79.43666"
272,MAH_503,MAH,(unnamed),1,58.7,0,1,,Enforcement + calming (medium cost),2,21.0,24.0,47.0,"21.28510,80.35388"
273,MAH_611,MAH,Beed Bypass Highway,2,26.4,2,0,,Physical protection: footways/crossings/separation (high cost),4,20.9,6.0,94.0,"19.84793,75.36434"
274,THA_1981,THA,(unnamed corridor),1,28.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.9,12.0,97.0,"16.27057,104.40441"
275,MAH_776,MAH,(unnamed),1,35.9,0,1,,Enforcement + calming (medium cost),2,20.8,23.0,60.0,"20.42106,74.35932"
276,MAH_697,MAH,NH222,1,54.3,0,0,,Re-set limit / signs (low cost),1,20.7,46.0,42.0,"19.31713,73.78108"
277,THA_1038,THA,Nakhon Ratchasima - Hin Khon Road,1,32.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.6,12.0,95.0,"14.40919,102.84994"
278,THA_138,THA,Khlong Chonlaprathan Road,3,24.5,2,1,,Physical protection: footways/crossings/separation (high cost),4,20.6,4.0,90.0,"18.80473,98.95673"
279,THA_700,THA,(unnamed corridor),1,23.1,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.6,12.0,95.0,"17.75370,103.72766"
280,MAH_810,MAH,Nagar Road,2,28.5,0,2,,Physical protection: footways/crossings/separation (high cost),4,20.5,6.0,72.0,"18.56862,73.94503"
281,MAH_662,MAH,(unnamed),1,35.2,1,0,,Enforcement + calming (medium cost),2,20.5,23.0,66.0,"20.92993,75.29277"
282,THA_263,THA,Patthamanon Road,1,22.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.5,12.0,97.0,"15.19816,103.63717"
283,THA_1287,THA,(unnamed corridor),1,24.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.4,11.0,97.0,"13.13059,99.75868"
284,THA_1264,THA,(unnamed corridor),1,25.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.2,11.0,97.0,"15.40068,99.71091"
285,THA_843,THA,Chalong Krung Road,2,22.4,2,0,,Physical protection: footways/crossings/separation (high cost),4,20.2,6.0,93.0,"13.76622,100.80822"
286,MAH_234,MAH,Nagpur Amravati Road,4,36.0,2,2,,Enforcement + calming (medium cost),2,20.2,6.0,66.0,"21.03794,77.93348"
287,THA_1709,THA,(unnamed corridor),1,27.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.2,11.0,96.0,"16.18047,101.91109"
288,THA_1984,THA,(unnamed corridor),1,34.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.2,11.0,95.0,"16.41769,104.41631"
289,THA_744,THA,Ekkachai Road,4,25.5,4,0,,Physical protection: footways/crossings/separation (high cost),4,20.2,3.0,90.0,"13.61683,100.35368"
290,THA_1546,THA,(unnamed corridor),1,25.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.1,11.0,97.0,"17.30040,100.46133"
291,MAH_568,MAH,Malvan Road,1,27.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.1,11.0,90.0,"16.09053,73.60268"
292,THA_1855,THA,(unnamed corridor),1,31.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.0,11.0,95.0,"18.17586,103.36870"
293,MAH_348,MAH,(unnamed),1,36.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,20.0,11.0,90.0,"20.89902,76.48471"
294,MAH_701,MAH,(unnamed),1,28.6,1,0,,Enforcement + calming (medium cost),2,20.0,22.0,77.0,"17.46931,75.35613"
295,THA_946,THA,Phetkasem Road,2,23.6,2,0,,Physical protection: footways/crossings/separation (high cost),4,19.9,6.0,97.0,"8.45273,98.26320"
296,MAH_588,MAH,(unnamed),1,28.8,0,1,,Physical protection: footways/crossings/separation (high cost),4,19.8,11.0,84.0,"19.77955,73.04063"
297,MAH_244,MAH,(unnamed),1,75.0,0,1,,Enforcement + calming (medium cost),2,19.8,22.0,52.0,"20.49295,76.56356"
298,THA_3,THA,Borommatrai Lokkanat Road,1,27.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,19.8,11.0,95.0,"16.65049,100.26097"
299,MAH_650,MAH,(unnamed),1,31.1,0,1,,Physical protection: footways/crossings/separation (high cost),4,19.7,11.0,72.0,"16.96697,74.39444"
300,MAH_479,MAH,(unnamed),1,50.4,0,1,,Enforcement + calming (medium cost),2,19.7,22.0,53.0,"20.38084,78.53205"
301,MAH_579,MAH,(unnamed),1,24.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,19.6,11.0,97.0,"20.56085,76.96933"
302,THA_1254,THA,(unnamed corridor),1,33.0,1,0,,Physical protection: footways/crossings/separation (high cost),4,19.6,11.0,96.0,"15.61749,99.72320"
303,THA_1036,THA,Nakhon Ratchasima - Hin Khon Road,1,28.9,1,0,,Physical protection: footways/crossings/separation (high cost),4,19.4,11.0,94.0,"14.43050,102.60145"
304,THA_1243,THA,(unnamed corridor),1,27.6,1,0,,Physical protection: footways/crossings/separation (high cost),4,19.4,11.0,96.0,"15.67994,99.67369"
305,MAH_691,MAH,(unnamed),1,27.7,1,0,,Enforcement + calming (medium cost),2,19.3,22.0,77.0,"17.46761,75.35276"
306,THA_1740,THA,(unnamed corridor),1,25.3,1,0,,Physical protection: footways/crossings/separation (high cost),4,19.3,11.0,96.0,"16.37446,102.29187"
307,THA_1738,THA,(unnamed corridor),1,25.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,19.3,11.0,95.0,"15.41153,102.21692"
308,THA_1429,THA,(unnamed corridor),1,29.5,1,0,,Physical protection: footways/crossings/separation (high cost),4,19.2,11.0,96.0,"16.30624,100.02787"
309,THA_849,THA,Yantarakit Koson Road,2,21.4,2,0,,Physical protection: footways/crossings/separation (high cost),4,19.1,5.0,97.0,"18.06338,100.11975"
310,THA_331,THA,Pathum Thani-Bang Pahan Road,2,21.1,2,0,,Physical protection: footways/crossings/separation (high cost),4,19.1,5.0,96.0,"14.31418,100.53033"
311,MAH_721,MAH,(unnamed),1,36.9,0,1,,Enforcement + calming (medium cost),2,19.1,21.0,56.0,"20.41314,78.99894"
312,THA_1806,THA,(unnamed corridor),1,23.7,1,0,,Physical protection: footways/crossings/separation (high cost),4,19.0,11.0,97.0,"14.49313,102.90169"
313,THA_1124,THA,(unnamed corridor),1,25.8,1,0,,Physical protection: footways/crossings/separation (high cost),4,18.9,11.0,96.0,"8.01522,99.22173"
314,THA_2054,THA,Ubon Ratchathani Outer Ring Road,2,21.5,2,0,,Physical protection: footways/crossings/separation (high cost),4,18.8,5.0,95.0,"15.27781,104.88831"
315,THA_288,THA,Phet Kasem Road,3,23.3,3,0,,Physical protection: footways/crossings/separation (high cost),4,18.8,4.0,96.0,"7.03445,100.28811"
316,THA_517,THA,(unnamed corridor),1,21.4,1,0,,Physical protection: footways/crossings/separation (high cost),4,18.8,11.0,95.0,"15.78158,100.24728"
